,player_id,platform,scorePerMinute_value,scorePerMinute_percentile,kdRatio_value,kdRatio_percentile,kills_value,kills_percentile,deaths_value,deaths_percentile,damage_value,damage_percentile,assists_value,assists_percentile,killsAggregated_value,killsAggregated_percentile,assistsAsKills_value,assistsAsKills_percentile,shotsTaken_value,shotsTaken_percentile,shotsHit_value,shotsHit_percentile,shotsAccuracy_value,shotsAccuracy_percentile,killStreak_value,killStreak_percentile,dogtagsTaken_value,dogtagsTaken_percentile,avengerKills_value,avengerKills_percentile,saviorKills_value,saviorKills_percentile,headshots_value,headshots_percentile,suppressionAssists_value,suppressionAssists_percentile,longestHeadshot_value,longestHeadshot_percentile,killsPerMinute_value,killsPerMinute_percentile,damagePerMinute_value,damagePerMinute_percentile,heals_value,heals_percentile,revives_value,revives_percentile,revivesRecieved_value,revivesRecieved_percentile,resupplies_value,resupplies_percentile,repairs_value,repairs_percentile,aceSquad_value,aceSquad_percentile,squadSpawns_value,squadSpawns_percentile,squadWipes_value,squadWipes_percentile,ordersCompleted_value,ordersCompleted_percentile,wlPercentage_value,wlPercentage_percentile,wins_value,wins_percentile,losses_value,losses_percentile,draws_value,draws_percentile,rounds_value,rounds_percentile,roundsPlayed_value,roundsPlayed_percentile,rank_value,rank_percentile,rankScore_value,rankScore_percentile,timePlayed_value,timePlayed_percentile,scoreRound_value,scoreRound_percentile,scoreGeneral_value,scoreGeneral_percentile,scoreCombat_value,scoreCombat_percentile,scoreDefensive_value,scoreDefensive_percentile,scoreObjective_value,scoreObjective_percentile,scoreBonus_value,scoreBonus_percentile,scoreSquad_value,scoreSquad_percentile,scoreAward_value,scoreAward_percentile,scoreAssault_value,scoreAssault_percentile,scoreMedic_value,scoreMedic_percentile,scoreSupport_value,scoreSupport_percentile,scoreRecon_value,scoreRecon_percentile,scoreAir_value,scoreAir_percentile,scoreLand_value,scoreLand_percentile,scoreTanks_value,scoreTanks_percentile,scoreTransports_value,scoreTransports_percentile,rankProgression_value,rankProgression_percentile,Assault_kills_value,Assault_kills_percentile,Assault_deaths_value,Assault_deaths_percentile,Assault_killsPerMinute_value,Assault_killsPerMinute_percentile,Assault_kdRatio_value,Assault_kdRatio_percentile,Assault_timePlayed_value,Assault_timePlayed_percentile,Assault_shotsFired_value,Assault_shotsFired_percentile,Assault_shotsHit_value,Assault_shotsHit_percentile,Assault_shotsAccuracy_value,Assault_shotsAccuracy_percentile,Assault_score_value,Assault_score_percentile,Assault_scorePerMinute_value,Assault_scorePerMinute_percentile,Medic_kills_value,Medic_kills_percentile,Medic_deaths_value,Medic_deaths_percentile,Medic_killsPerMinute_value,Medic_killsPerMinute_percentile,Medic_kdRatio_value,Medic_kdRatio_percentile,Medic_timePlayed_value,Medic_timePlayed_percentile,Medic_shotsFired_value,Medic_shotsFired_percentile,Medic_shotsHit_value,Medic_shotsHit_percentile,Medic_shotsAccuracy_value,Medic_shotsAccuracy_percentile,Medic_score_value,Medic_score_percentile,Medic_scorePerMinute_value,Medic_scorePerMinute_percentile,Recon_kills_value,Recon_kills_percentile,Recon_deaths_value,Recon_deaths_percentile,Recon_killsPerMinute_value,Recon_killsPerMinute_percentile,Recon_kdRatio_value,Recon_kdRatio_percentile,Recon_timePlayed_value,Recon_timePlayed_percentile,Recon_shotsFired_value,Recon_shotsFired_percentile,Recon_shotsHit_value,Recon_shotsHit_percentile,Recon_shotsAccuracy_value,Recon_shotsAccuracy_percentile,Recon_score_value,Recon_score_percentile,Recon_scorePerMinute_value,Recon_scorePerMinute_percentile,Support_kills_value,Support_kills_percentile,Support_deaths_value,Support_deaths_percentile,Support_killsPerMinute_value,Support_killsPerMinute_percentile,Support_kdRatio_value,Support_kdRatio_percentile,Support_timePlayed_value,Support_timePlayed_percentile,Support_shotsFired_value,Support_shotsFired_percentile,Support_shotsHit_value,Support_shotsHit_percentile,Support_shotsAccuracy_value,Support_shotsAccuracy_percentile,Support_score_value,Support_score_percentile,Support_scorePerMinute_value,Support_scorePerMinute_percentile,Tanker_kills_value,Tanker_kills_percentile,Tanker_deaths_value,Tanker_deaths_percentile,Tanker_killsPerMinute_value,Tanker_killsPerMinute_percentile,Tanker_kdRatio_value,Tanker_kdRatio_percentile,Tanker_timePlayed_value,Tanker_timePlayed_percentile,Tanker_shotsFired_value,Tanker_shotsFired_percentile,Tanker_shotsHit_value,Tanker_shotsHit_percentile,Tanker_shotsAccuracy_value,Tanker_shotsAccuracy_percentile,Tanker_score_value,Tanker_score_percentile,Tanker_scorePerMinute_value,Tanker_scorePerMinute_percentile,Pilot_kills_value,Pilot_kills_percentile,Pilot_deaths_value,Pilot_deaths_percentile,Pilot_killsPerMinute_value,Pilot_killsPerMinute_percentile,Pilot_kdRatio_value,Pilot_kdRatio_percentile,Pilot_timePlayed_value,Pilot_timePlayed_percentile,Pilot_shotsFired_value,Pilot_shotsFired_percentile,Pilot_shotsHit_value,Pilot_shotsHit_percentile,Pilot_shotsAccuracy_value,Pilot_shotsAccuracy_percentile,Pilot_score_value,Pilot_score_percentile,Pilot_scorePerMinute_value,Pilot_scorePerMinute_percentile
63,psn/loco-brasil-,psn,247.76443611660122,27.0,2.0974025015136077,87.0,142034,99.4,67719,,18505610,99.5,35739,,147835,,5800,,6575412,,675605,,10.274717386530304,,55,,922,,11943,,17412,,19439,,25196,,366.0,,0.6076216877572148,42.0,79.16703029680775,,316605,,24979,,10508,,112725,,16700,,10280,,86092,,2513,,27644,,56.1,,7530,99.9,5518,,367,,13416,,12813,,495,,0,,14025250,,57915928,,73321464,,28131188,,18247896,,11768442,,10910558,,10042298,,10160400,,390000,,390000,,390000,,390000,,1446048,,17107640,,16124140,,954547,,99.76557734501233,,5428,,6786,,0.41466768525592057,,0.7998821102269378,30.0,785450,,302762,,44396,,14.663663207403834,,2749246,92.0,210.0264323911383,18.0,9399,,12744,,0.3783968758806715,,0.7375235404896422,29.0,1490360,,556863,,49417,,8.874175515342193,,7470972,97.6,300.77587664559763,32.0,31074,,11771,,0.5523972054823743,,2.6398776654489846,94.0,3375230,,489236,,77624,,15.866371240055924,,10853772,99.5,192.94565623166764,26.0,45608,,30411,,0.5466618722282153,,1.4997204958732038,72.0,5005800,,4129444,,307725,,7.451971742442809,,20302648,99.8,243.34949059091454,26.0,49183,,0,,1.0627498433414724,,0.0,,2776755,,0,,0,,0.0,,17107640,99.8,369.6631301454223,15.0,4316,,0,,0.4377281947261663,,0.0,,591655,,0,,0,,0.0,,1446048,97.2,146.6580121703854,69.0
64,xbl/zitro64,xbl,255.52981058287114,29.0,3.7066114792717024,97.6,168358,99.6,45421,,21948054,99.7,32134,,176176,,7818,,3668005,,879012,,23.96430757319033,,51,,5506,,15178,,21739,,27514,,6549,,237.0,,0.769172430807467,61.0,100.27345327619447,,301027,,39099,,19785,,19422,,187,,9144,,40677,,3797,,2565,,70.3,,7528,99.9,3182,,0,,10711,,10528,,486,,0,,13132930,,55930876,,70904392,,30909464,,11254566,,14058181,,12696864,,8375669,,9182800,,390000,,390000,,390000,,390000,,807,,148277,,114132,,33467,,99.90227654590605,,14165,,5886,,0.35730501463020886,,2.40655793408087,93.0,2378660,,403996,,106727,,26.417835820156636,,7054626,97.1,177.94939965694684,11.0,67716,,20994,,0.8854195269289609,,3.2254929979994285,97.8,4588760,,2417794,,469498,,19.418445078447544,,20695988,99.5,270.61007596856655,23.0,84664,,17414,,0.8925999725885863,,4.86183530492707,99.2,5691070,,770749,,284407,,36.90008031148921,,23567400,99.9,248.46759654616187,46.0,1533,,805,,0.19829258828094684,,1.9043478260869566,85.0,463880,,72162,,17685,,24.50735844350212,,1407233,90.0,182.0247057301772,12.0,173,,0,,1.0116959064327486,,0.0,,10310,,0,,0,,0.0,,148277,68.0,867.1169590643275,66.0,0,,0,,0.0,,0.0,,250,,0,,0,,0.0,,807,37.0,201.75,79.0
65,psn/djeki1989,psn,255.3561754385965,29.0,1.6328376337732255,75.0,99479,98.8,60924,,13567845,99.1,32573,,104023,,4544,,8010425,,643573,,8.034192942322036,,55,,1732,,8120,,12232,,10432,,29748,,323.0,,0.43631140350877196,22.0,59.50809210526316,,381750,,19304,,21175,,171048,,13599,,10182,,68966,,1812,,35469,,59.8,,7515,99.9,5013,,41,,13495,,12927,,486,,0,,13680010,,58221208,,70902768,,22616156,,17395736,,18617686,,10885797,,11342514,,10975800,,390000,,390000,,390000,,390000,,458081,,23921612,,22138568,,1730843,,99.89998837598408,,11132,,11193,,0.30626169252778696,,0.9945501652818726,44.0,2180905,,822050,,64426,,7.837236177848063,,6991218,97.1,192.3412017167382,14.0,8368,,9814,,0.29449234559211684,,0.8526594660688812,38.0,1704955,,793714,,150805,,18.999916846622337,,7368874,97.6,259.33042407179306,21.0,10370,,9052,,0.26311783213234546,,1.1456031816173222,57.0,2364730,,528591,,43450,,8.219965909370384,,6939673,98.9,176.0802039987821,20.0,24387,,19574,,0.37347238812827344,,1.245887401655257,59.0,3917890,,3628705,,191724,,5.283537791030133,,17431220,99.8,266.94875800177647,33.0,53276,,0,,0.9980517047583365,,0.0,,3202855,,0,,0,,0.0,,23921612,99.9,448.138104158861,29.0,1062,,0,,0.20645412130637636,,0.0,,308675,,0,,0,,0.0,,458081,93.0,89.05151632970451,51.0
66,origin/st_pr_zadov,origin,478.96127888634106,91.0,3.3688030888030887,96.9,370821,99.9,110075,,44429490,99.9,74779,,385640,,14819,,17917178,,1821176,,10.164413168189768,,69,,3030,,35871,,49330,,66490,,28434,,528.0,,1.507623066790262,95.9,180.63411718788115,,174213,,19542,,37695,,39588,,1639,,8895,,88634,,6780,,40186,,59.3,,7513,99.9,5135,,26,,12712,,12308,,500,,0,,14757850,,117807232,,74613750,,64609192,,22426142,,32073460,,17499510,,12920293,,7768200,,390000,,390000,,390000,,390000,,12595345,,1151594,,1054024,,95038,,100.0,,276838,,83277,,1.6498781236404378,,3.3243032289827923,98.1,10067630,,7850421,,1362890,,17.36072498532244,,84542848,99.9,503.85205580685727,93.0,33171,,10634,,1.6206273206957202,,3.1193342110212527,97.6,1228080,,1073285,,168548,,15.703936978528535,,11107671,98.6,542.6847273793238,92.0,10172,,4613,,0.8711887632750942,,2.205072620854108,91.0,700570,,117898,,25023,,21.224278613716944,,4145177,97.6,355.0168722165125,79.0,13414,,4692,,1.2329044117647059,,2.8589087809036657,95.9,652850,,550153,,76079,,13.82869856203638,,4961160,97.7,455.9889705882353,86.0,3058,,0,,1.1035727174305305,,0.0,,166305,,0,,0,,0.0,,1151594,92.0,415.5878744135691,23.0,34032,,0,,1.0512464090445741,,0.0,,1942415,,0,,0,,0.0,,12595345,99.8,389.06944058320204,93.0
67,psn/lwiz_tedyx7z-_-,psn,302.6634252996351,45.0,2.4857386225358966,92.0,102139,98.8,41090,,13673259,99.1,19590,,106899,,4760,,4260121,,551709,,12.950547648763965,,81,,1241,,6234,,9088,,13371,,6225,,583.0,,0.5098613766491786,31.0,68.25469856784157,,86782,,9742,,10089,,11077,,7514,,9546,,21275,,3108,,20709,,69.2,,7512,99.9,3336,,14,,10861,,10726,,500,,0,,12019635,,60631656,,74613750,,25179436,,7287196,,28446600,,13004383,,6266349,,7338600,,390000,,390000,,390000,,390000,,5741214,,10648568,,9596214,,1030845,,100.0,,43787,,22037,,0.3789277833066505,,1.9869764486999137,88.0,6933350,,1392085,,307816,,22.11186816896957,,28483064,99.7,246.48923889057158,29.0,9554,,5280,,0.45337635837327384,,1.809469696969697,85.0,1264430,,334822,,63047,,18.83000519679113,,6414771,97.2,304.4071086224078,33.0,7835,,4578,,0.4353987218671853,,1.7114460463084316,81.0,1079755,,166547,,37167,,22.31622304814857,,4805846,98.1,267.06562934148377,53.0,4864,,2898,,0.4814888140962186,,1.6783988957902,79.0,606175,,203790,,31358,,15.387408606899259,,2759947,95.1,273.2079786180954,35.0,23835,,0,,1.3117054647515272,,0.0,,1090295,,0,,0,,0.0,,10648568,99.5,586.0199218535029,48.0,16338,,0,,0.9375107591668101,,0.0,,1045630,,0,,0,,0.0,,5741214,99.3,329.443621965915,91.0
68,origin/8glaze,origin,447.86517701222414,86.0,4.1893783371472155,98.2,219691,99.8,52440,,25716396,99.8,42583,,227847,,8156,,5058623,,789537,,15.607745427955393,,131,,746,,17458,,24195,,17285,,18090,,340.0,,1.0899101047785362,85.0,127.58173916494681,,238779,,22214,,14041,,38359,,32867,,9375,,52500,,4203,,59897,,80.1,,7508,99.9,1849,,14,,9375,,8870,,500,,0,,12094100,,90275288,,74613750,,41790232,,31076058,,17917976,,16113917,,17447860,,10374000,,390000,,390000,,390000,,390000,,7954,,45281816,,44902184,,369984,,100.0,,13458,,7724,,0.638576512455516,,1.742361470740549,82.0,1264555,,368254,,54904,,14.909274576786673,,7450516,97.3,353.5238908659549,64.0,10976,,7735,,0.7388260635433495,,1.419004524886878,72.0,891410,,433242,,62810,,14.49767104759003,,6741263,97.3,453.77376144318794,77.0,44984,,28659,,0.7327577781397622,,1.5696290868488083,76.0,3683410,,1159887,,176407,,15.208981564583446,,29513594,99.9,480.7557256882228,95.4,30148,,5092,,1.0901858682288277,,5.920659858601728,99.4,1659260,,615096,,98560,,16.02351502854839,,10044727,99.3,363.22871917263325,65.0,148972,,0,,1.9471427824541225,,0.0,,4590500,,0,,0,,0.0,,45281816,99.9,591.8572698279919,49.0,7,,0,,0.08536585365853659,,0.0,,4965,,0,,0,,0.0,,7954,67.0,97.0,54.0
69,psn/cheeseburger0721,psn,493.11571210575266,92.0,2.331248530449095,90.0,247870,99.8,106325,,29298183,99.9,52942,,257529,,9659,,6474426,,1087860,,16.802416152412587,,71,,2145,,20033,,29410,,25670,,17731,,483.0,,1.1190620231333916,86.0,132.2729008839809,,558783,,36692,,28344,,115463,,21053,,8081,,83840,,4839,,69306,,68.4,,7498,99.9,3454,,12,,10967,,10825,,500,,0,,13289910,,109224144,,74613750,,45787616,,28434992,,36171708,,18342840,,21160278,,11558000,,390000,,390000,,390000,,390000,,4349848,,16445484,,15203466,,1213835,,100.0,,85554,,39129,,1.051652079850526,,2.186460170206241,91.0,4881145,,1776677,,363024,,20.432751704445998,,37145536,99.9,456.6026157930967,88.0,56313,,29301,,1.1505598234717227,,1.9218797993242551,87.0,2936685,,1646001,,280246,,17.025870579665504,,28443204,99.7,581.1377084014384,95.2,23205,,13214,,1.020628078817734,,1.7560920236113213,82.0,1364205,,360395,,80594,,22.362685386867188,,10608756,99.5,466.6060872624912,94.0,35132,,17583,,1.0991458874323436,,1.998066314053347,87.0,1917805,,785645,,183284,,23.329111748945135,,16272421,99.7,509.1018052122767,92.0,44540,,0,,2.0399377118255932,,0.0,,1310060,,0,,0,,0.0,,16445484,99.8,753.2052761747733,61.0,11205,,0,,0.7640120005454794,,0.0,,880010,,0,,0,,0.0,,4349848,99.1,296.59402700122735,89.0
70,origin/reiska76,origin,408.4662764947801,78.0,1.664483185475552,76.0,225897,99.8,135716,,27262469,99.8,49131,,235125,,9228,,8633608,,982954,,11.385205350995783,,40,,6763,,20955,,28026,,46387,,16679,,612.0,,0.8932972160708637,72.0,107.80792866181588,,466011,,50158,,33939,,47093,,4636,,8846,,69817,,3926,,49876,,59.1,,7495,99.9,5155,,37,,12687,,12254,,500,,0,,15172855,,103292952,,74613750,,40883648,,26272170,,36935496,,15693550,,16883504,,9454800,,390000,,390000,,390000,,390000,,4416352,,9545068,,8382512,,1135077,,100.0,,69382,,44067,,0.9329048566664874,,1.5744661538112419,77.0,4462320,,1530688,,321095,,20.97716843667684,,31016640,99.8,417.0472758565051,80.0,63269,,40886,,1.0028531122699678,,1.5474490045492344,77.0,3785365,,1923559,,334962,,17.413658744026048,,30509384,99.8,483.59276577533325,83.0,46411,,31123,,0.7612104313596851,,1.491212286733284,74.0,3658205,,580231,,130712,,22.527579532979107,,23128762,99.9,379.34659668689517,84.0,17262,,11282,,0.9437944231820667,,1.5300478638539265,73.0,1097410,,745396,,89975,,12.070765069842071,,7412281,98.8,405.26413340623293,76.0,22506,,0,,1.1755549751893444,,0.0,,1148750,,0,,0,,0.0,,9545068,99.4,498.5671454687908,37.0,10766,,0,,0.6328102039616763,,0.0,,1020805,,0,,0,,0.0,,4416352,99.1,259.58690413213424,86.0
71,psn/exituss-cz1,psn,336.1962329723524,57.0,3.5659016148325358,97.3,190790,99.7,53504,,22092032,99.7,41927,,199358,,8568,,3656759,,863276,,23.607681009330943,,55,,977,,21415,,31822,,32369,,14046,,297.0,,1.4800477860179353,95.5,171.37828528873305,,383127,,41432,,37302,,41353,,198,,8843,,45912,,3721,,7912,,72.9,,7495,99.9,2773,,16,,10284,,10157,,392,,0,,7734525,,43338384,,50633832,,28372336,,11422051,,3589974,,7214423,,8646648,,8294000,,390000,,390000,,390000,,390000,,351,,187895,,164645,,22559,,99.55775948091528,,81687,,20255,,1.5372614701343672,,4.032930140705998,99.1,3188320,,1037757,,305885,,29.475590142971814,,16714420,99.2,314.54740487033763,51.0,89062,,26428,,1.4749271330153684,,3.3699863780838504,98.1,3623060,,2409256,,480323,,19.936569629794427,,21907080,99.6,362.79610492845785,51.0,9572,,3107,,1.1233423307123578,,3.080785323463148,96.8,511260,,77973,,25539,,32.75364549267054,,2456023,95.2,288.2317803074757,60.0,10350,,3189,,1.547779273216689,,3.2455315145813737,97.3,401260,,129193,,50828,,39.34268884537088,,2227592,93.0,333.1227755346194,55.0,323,,0,,1.8248587570621468,,0.0,,10625,,0,,0,,0.0,,187895,71.0,1061.553672316384,72.0,0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,351,24.0,351.0,92.0
72,origin/hasta68luego,origin,356.7357110005436,64.0,3.226825363886995,96.5,217701,99.8,67466,,23999268,99.8,40154,,226121,,8420,,6163955,,1007190,,16.339995992832524,,47,,8470,,23248,,31859,,38247,,13307,,222.0,,1.8204707948321277,98.0,200.68794581260192,,502512,,30551,,29669,,55111,,475,,7599,,46628,,5408,,2333,,77.0,,7489,99.9,2224,,10,,9723,,9525,,390,,0,,7175140,,42660240,,50291272,,31112918,,9730556,,1892192,,7428325,,7453539,,4339200,,390000,,390000,,390000,,390000,,7881,,166976,,143736,,22679,,99.77684596880192,,32920,,8916,,1.7410619843452506,,3.6922386720502467,98.7,1134490,,662126,,140260,,21.18327931541731,,6056909,96.5,320.33578379521896,53.0,153779,,47914,,1.9328439813476452,,3.2094794840756355,97.8,4773715,,4799390,,731154,,15.23431102702635,,30108230,99.8,378.4295069192192,56.0,6618,,1779,,1.214534777023307,,3.7200674536256324,98.2,326995,,57149,,15449,,27.0328439692733,,1502596,91.0,275.75628555698296,56.0,24120,,7980,,1.5720524017467248,,3.0225563909774436,96.7,920595,,617816,,118835,,19.23469123493079,,4956079,97.7,323.01890112755,52.0,401,,0,,1.5912698412698412,,0.0,,15135,,0,,0,,0.0,,166976,69.0,662.6031746031746,55.0,8,,0,,0.11428571428571428,,0.0,,4210,,0,,0,,0.0,,7881,67.0,112.58571428571429,60.0
73,psn/chuyflores1990,psn,238.10396341768478,24.0,1.5391001038994083,71.0,145171,99.4,94322,,19430492,99.6,39625,,151055,,5884,,7059215,,690221,,9.777588584566415,,68,,441,,11999,,16935,,21074,,16083,,654.0,,0.48419869453700093,28.0,64.80783944873039,,736561,,32319,,18797,,56822,,1529,,8400,,34575,,1475,,19812,,65.1,,7488,99.9,4009,,13,,11511,,10776,,500,,0,,17989030,,71387616,,74613750,,28629844,,20146188,,23260330,,9349352,,6111387,,10761600,,390000,,390000,,390000,,390000,,10626651,,6228226,,5955329,,266443,,100.0,,30505,,26804,,0.38832170680788225,,1.1380764065064917,54.0,4713380,,1155792,,168613,,14.58852457881695,,15716839,99.1,200.07178318651663,16.0,38632,,32030,,0.4569130691898285,,1.2061192631907587,61.0,5073050,,1958185,,232035,,11.84949328076765,,22642850,99.6,267.80425783560025,23.0,33510,,22650,,0.4180389221556886,,1.4794701986754968,73.0,4809640,,563759,,100939,,17.90463655569135,,16767810,99.8,209.17926646706587,31.0,3551,,3008,,0.4781203716170728,,1.1805186170212767,55.0,445660,,234128,,24027,,10.262335132918746,,1835431,92.0,247.12952740002692,27.0,14491,,0,,0.8889093362777574,,0.0,,978155,,0,,0,,0.0,,6228226,98.9,382.0528769476138,17.0,28142,,0,,0.8574910874798135,,0.0,,1969145,,0,,0,,0.0,,10626651,99.7,323.7956976141869,90.0
74,psn/attlefiel,psn,285.03411404906996,39.0,3.047044151525124,95.9,175915,99.6,57733,,20103788,99.6,33205,,182180,,6265,,3768190,,743730,,19.73706209081814,,35,,12865,,17874,,24156,,44902,,11274,,218.0,,1.341643850242909,93.0,153.3247507988926,,361405,,38171,,35404,,34684,,50,,9677,,51593,,4575,,131,,73.7,,7478,99.9,2670,,0,,10148,,9962,,396,,0,,7867170,,37373388,,51737756,,27611524,,9750797,,55225,,5968129,,6803528,,8446800,,390000,,390000,,390000,,390000,,0,,2646,,1509,,1103,,99.94012990462393,,2199,,985,,1.1513089005235602,,2.2324873096446702,92.0,114600,,53048,,10986,,20.709546071482432,,419269,64.0,219.51256544502618,21.0,116318,,37015,,1.4880323401860072,,3.1424557611779007,97.6,4690195,,3113264,,558054,,17.925045868259165,,23908122,99.6,305.8517059192263,33.0,33579,,11144,,0.988053553038105,,3.0131909547738696,96.6,2039150,,194298,,70017,,36.035883025044,,8758319,99.3,257.71131381491836,50.0,23811,,8160,,1.3962939072303993,,2.918014705882353,96.2,1023225,,407453,,104589,,25.66897286312777,,4341237,97.2,254.57321292441213,29.0,3,,0,,3.0,,0.0,,0,,0,,0,,0.0,,2646,4.0,2646.0,87.0,0,,0,,0.0,,0.0,,0,,0,,0,,0.0,,0,,0.0,
75,xbl/jtc2112,xbl,289.868989630338,41.0,1.5740099560598475,72.0,226393,99.8,143832,,28296215,99.8,57459,,236846,,10453,,6486679,,1063228,,16.390945197072337,,41,,5781,,23275,,32967,,54863,,25537,,390.0,,0.8456840390879479,68.0,105.6996346711293,,172596,,28368,,26695,,49108,,627,,7781,,80624,,4212,,26571,,59.7,,7476,99.9,5029,,14,,12826,,12189,,476,,0,,16062290,,77599088,,68112784,,39074608,,20372598,,18609438,,14006780,,12313124,,7592400,,390000,,390000,,390000,,390000,,12290,,482234,,209774,,268265,,99.91057261775977,,101062,,61538,,0.8606588091020575,,1.6422698170236276,79.0,7045485,,2451718,,458337,,18.694523595291137,,31315982,99.8,266.69149407276194,35.0,68434,,48901,,1.046071537756038,,1.3994396842600356,71.0,3925230,,2515629,,349887,,13.90852943736934,,23919996,99.6,365.6373586059309,52.0,27936,,14672,,0.5310622766329557,,1.9040348964013085,86.0,3156240,,357108,,74544,,20.874357337276116,,12001643,99.6,228.15076800243327,38.0,28579,,18123,,0.9017448647966428,,1.5769464216741158,75.0,1901620,,1137451,,178417,,15.685686680129518,,9979830,99.3,314.8906698640078,49.0,427,,0,,0.8767967145790554,,0.0,,29250,,0,,0,,0.0,,482234,84.0,990.2135523613963,70.0,10,,0,,0.13513513513513514,,0.0,,4465,,0,,0,,0.0,,12290,71.0,166.0810810810811,73.0
76,psn/dz-killer-79,psn,246.70181008075744,26.0,1.154170997920998,50.0,106590,98.9,92352,,13602698,99.1,23536,,110443,,3850,,6170105,,520269,,8.432093132936961,,32,,697,,8088,,10866,,11411,,11942,,442.0,,0.37103174603174605,15.0,47.349965190754666,,402088,,24997,,12360,,86529,,72121,,10633,,75139,,2147,,39389,,53.4,,7477,99.9,6471,,48,,14000,,13557,,500,,0,,17236845,,70872496,,74613750,,22166974,,18294868,,31041908,,10440669,,12787941,,10416800,,390000,,390000,,390000,,390000,,1604816,,23235024,,12897706,,10113072,,100.0,,10313,,12313,,0.34603898936348687,,0.8375700479168359,33.0,1788190,,513855,,60714,,11.815395393642175,,7375422,97.3,247.4724692145086,29.0,17603,,21497,,0.32927422371866816,,0.8188584453644695,35.0,3207620,,1120791,,102807,,9.17271819634526,,15568947,99.2,291.2260942760943,29.0,17788,,14428,,0.3107725636814703,,1.2328805101192126,61.0,3434320,,548077,,56783,,10.36040556345185,,10709443,99.5,187.10372479821098,24.0,40723,,36428,,0.3829761221822012,,1.1179038102558472,52.0,6380025,,3015723,,233587,,7.745638442257461,,27732024,99.9,260.80355110831067,31.0,35002,,0,,1.2582952870546789,,0.0,,1669025,,0,,0,,0.0,,23235024,99.9,835.2814465974045,65.0,2297,,0,,0.18191177635226102,,0.0,,757665,,0,,0,,0.0,,1604816,97.4,127.09400491011326,64.0
77,xbl/jollycolt478676,xbl,197.0259775715066,13.0,1.309706502973336,60.0,163860,99.6,125112,,20720645,99.6,33121,,168693,,4833,,3709428,,568347,,15.321688411259093,,24,,1013,,13988,,20178,,23893,,11280,,258.0,,0.8602839262463774,69.0,108.78577953714982,,3926,,5121,,12402,,31401,,21,,12233,,91203,,2846,,2907,,49.1,,7472,99.9,7729,,15,,15216,,14929,,360,,0,,11428320,,37527932,,43837864,,25893184,,10769688,,1208088,,4989209,,5944515,,6268200,,390000,,36920,,390000,,390000,,1576,,284084,,190818,,90760,,99.9831543895861,,37290,,37785,,0.762717064490397,,0.9868995633187773,43.0,2933475,,1182848,,176627,,14.932349718645169,,8326708,97.7,170.31167290503365,10.0,101,,172,,0.3568904593639576,,0.5872093023255814,19.0,16980,,6424,,501,,7.798879202988792,,36920,27.0,130.45936395759716,3.0,106783,,71730,,0.9051708061371535,,1.4886797713648403,73.0,7078200,,1099328,,274049,,24.928774669616345,,24381444,99.9,206.6749512587946,31.0,19527,,14575,,0.853639344262295,,1.3397598627787306,65.0,1372515,,1410330,,116378,,8.251827586451398,,4707880,97.5,205.8089617486339,16.0,391,,0,,0.8650442477876106,,0.0,,27120,,0,,0,,0.0,,284084,77.0,628.5044247787611,52.0,0,,0,,0.0,,0.0,,30,,0,,0,,0.0,,1576,47.0,1576.0,99.3
78,xbl/plusatom73,xbl,524.9056908864967,95.3,2.4384789399978457,92.0,113182,99.0,46415,,13438250,99.0,17351,,116708,,3526,,2398276,,439316,,18.317991757412408,,58,,1169,,7302,,9405,,9461,,5101,,306.0,,0.8472848138222215,68.0,100.59925738497702,,1080,,6143,,10352,,70883,,1834,,6976,,47208,,2449,,60145,,79.0,,7468,99.9,1971,,15,,9453,,9072,,500,,0,,8014960,,70117952,,74613750,,19767368,,20001896,,30548198,,13201896,,13769777,,8129200,,390000,,79921,,390000,,390000,,4305,,18473976,,17770704,,691321,,100.0,,8444,,6336,,0.7198635976129583,,1.33270202020202,66.0,703815,,208687,,35972,,17.237297962978047,,5057908,95.8,431.1942028985507,83.0,133,,93,,0.6333333333333333,,1.4301075268817205,72.0,12605,,4702,,745,,15.844321565291366,,79921,39.0,380.5761904761905,56.0,8198,,6745,,0.5958714929495567,,1.215418828762046,61.0,825485,,139360,,22837,,16.387055109070033,,5356970,98.4,389.37127489460676,86.0,63375,,29773,,0.7926630978587152,,2.128606455513385,89.0,4797140,,1852004,,308311,,16.64742624745951,,41855608,99.9,523.509205523314,94.0,33267,,0,,1.1970852824757108,,0.0,,1667415,,0,,0,,0.0,,18473976,99.8,664.7706369197554,55.0,4,,0,,0.028368794326241134,,0.0,,8500,,0,,0,,0.0,,4305,61.0,30.53191489361702,16.0
